sheet,cell,row,column,live,authoritative,why
ENGINE,AB783,783,28,"=IF($AA783="""","""",IF(ABS($AA783)<SETTINGS!$B$8*2,"""",IF(ABS($AA783)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI783<>""READY"",ABS($AA783)<SETTINGS!$B$10*2,$AF783<>"""",$AG783<>""""),""INVESTIGATE"",""BET""))))","=IF($AA783="""","""",IF(ABS($AA783)<SETTINGS!$B$49,"""",IF(ABS($AA783)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI783<>""READY"",ABS($AA783)<SETTINGS!$B$51,$AF783<>"""",$AG783<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB784,784,28,"=IF($AA784="""","""",IF(ABS($AA784)<SETTINGS!$B$8*2,"""",IF(ABS($AA784)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI784<>""READY"",ABS($AA784)<SETTINGS!$B$10*2,$AF784<>"""",$AG784<>""""),""INVESTIGATE"",""BET""))))","=IF($AA784="""","""",IF(ABS($AA784)<SETTINGS!$B$49,"""",IF(ABS($AA784)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI784<>""READY"",ABS($AA784)<SETTINGS!$B$51,$AF784<>"""",$AG784<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB785,785,28,"=IF($AA785="""","""",IF(ABS($AA785)<SETTINGS!$B$8*2,"""",IF(ABS($AA785)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI785<>""READY"",ABS($AA785)<SETTINGS!$B$10*2,$AF785<>"""",$AG785<>""""),""INVESTIGATE"",""BET""))))","=IF($AA785="""","""",IF(ABS($AA785)<SETTINGS!$B$49,"""",IF(ABS($AA785)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI785<>""READY"",ABS($AA785)<SETTINGS!$B$51,$AF785<>"""",$AG785<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB786,786,28,"=IF($AA786="""","""",IF(ABS($AA786)<SETTINGS!$B$8*2,"""",IF(ABS($AA786)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI786<>""READY"",ABS($AA786)<SETTINGS!$B$10*2,$AF786<>"""",$AG786<>""""),""INVESTIGATE"",""BET""))))","=IF($AA786="""","""",IF(ABS($AA786)<SETTINGS!$B$49,"""",IF(ABS($AA786)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI786<>""READY"",ABS($AA786)<SETTINGS!$B$51,$AF786<>"""",$AG786<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB787,787,28,"=IF($AA787="""","""",IF(ABS($AA787)<SETTINGS!$B$8*2,"""",IF(ABS($AA787)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI787<>""READY"",ABS($AA787)<SETTINGS!$B$10*2,$AF787<>"""",$AG787<>""""),""INVESTIGATE"",""BET""))))","=IF($AA787="""","""",IF(ABS($AA787)<SETTINGS!$B$49,"""",IF(ABS($AA787)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI787<>""READY"",ABS($AA787)<SETTINGS!$B$51,$AF787<>"""",$AG787<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB788,788,28,"=IF($AA788="""","""",IF(ABS($AA788)<SETTINGS!$B$8*2,"""",IF(ABS($AA788)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI788<>""READY"",ABS($AA788)<SETTINGS!$B$10*2,$AF788<>"""",$AG788<>""""),""INVESTIGATE"",""BET""))))","=IF($AA788="""","""",IF(ABS($AA788)<SETTINGS!$B$49,"""",IF(ABS($AA788)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI788<>""READY"",ABS($AA788)<SETTINGS!$B$51,$AF788<>"""",$AG788<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB789,789,28,"=IF($AA789="""","""",IF(ABS($AA789)<SETTINGS!$B$8*2,"""",IF(ABS($AA789)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI789<>""READY"",ABS($AA789)<SETTINGS!$B$10*2,$AF789<>"""",$AG789<>""""),""INVESTIGATE"",""BET""))))","=IF($AA789="""","""",IF(ABS($AA789)<SETTINGS!$B$49,"""",IF(ABS($AA789)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI789<>""READY"",ABS($AA789)<SETTINGS!$B$51,$AF789<>"""",$AG789<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB790,790,28,"=IF($AA790="""","""",IF(ABS($AA790)<SETTINGS!$B$8*2,"""",IF(ABS($AA790)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI790<>""READY"",ABS($AA790)<SETTINGS!$B$10*2,$AF790<>"""",$AG790<>""""),""INVESTIGATE"",""BET""))))","=IF($AA790="""","""",IF(ABS($AA790)<SETTINGS!$B$49,"""",IF(ABS($AA790)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI790<>""READY"",ABS($AA790)<SETTINGS!$B$51,$AF790<>"""",$AG790<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB791,791,28,"=IF($AA791="""","""",IF(ABS($AA791)<SETTINGS!$B$8*2,"""",IF(ABS($AA791)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI791<>""READY"",ABS($AA791)<SETTINGS!$B$10*2,$AF791<>"""",$AG791<>""""),""INVESTIGATE"",""BET""))))","=IF($AA791="""","""",IF(ABS($AA791)<SETTINGS!$B$49,"""",IF(ABS($AA791)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI791<>""READY"",ABS($AA791)<SETTINGS!$B$51,$AF791<>"""",$AG791<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB792,792,28,"=IF($AA792="""","""",IF(ABS($AA792)<SETTINGS!$B$8*2,"""",IF(ABS($AA792)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI792<>""READY"",ABS($AA792)<SETTINGS!$B$10*2,$AF792<>"""",$AG792<>""""),""INVESTIGATE"",""BET""))))","=IF($AA792="""","""",IF(ABS($AA792)<SETTINGS!$B$49,"""",IF(ABS($AA792)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI792<>""READY"",ABS($AA792)<SETTINGS!$B$51,$AF792<>"""",$AG792<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB793,793,28,"=IF($AA793="""","""",IF(ABS($AA793)<SETTINGS!$B$8*2,"""",IF(ABS($AA793)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI793<>""READY"",ABS($AA793)<SETTINGS!$B$10*2,$AF793<>"""",$AG793<>""""),""INVESTIGATE"",""BET""))))","=IF($AA793="""","""",IF(ABS($AA793)<SETTINGS!$B$49,"""",IF(ABS($AA793)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI793<>""READY"",ABS($AA793)<SETTINGS!$B$51,$AF793<>"""",$AG793<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB794,794,28,"=IF($AA794="""","""",IF(ABS($AA794)<SETTINGS!$B$8*2,"""",IF(ABS($AA794)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI794<>""READY"",ABS($AA794)<SETTINGS!$B$10*2,$AF794<>"""",$AG794<>""""),""INVESTIGATE"",""BET""))))","=IF($AA794="""","""",IF(ABS($AA794)<SETTINGS!$B$49,"""",IF(ABS($AA794)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI794<>""READY"",ABS($AA794)<SETTINGS!$B$51,$AF794<>"""",$AG794<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB795,795,28,"=IF($AA795="""","""",IF(ABS($AA795)<SETTINGS!$B$8*2,"""",IF(ABS($AA795)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI795<>""READY"",ABS($AA795)<SETTINGS!$B$10*2,$AF795<>"""",$AG795<>""""),""INVESTIGATE"",""BET""))))","=IF($AA795="""","""",IF(ABS($AA795)<SETTINGS!$B$49,"""",IF(ABS($AA795)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI795<>""READY"",ABS($AA795)<SETTINGS!$B$51,$AF795<>"""",$AG795<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB796,796,28,"=IF($AA796="""","""",IF(ABS($AA796)<SETTINGS!$B$8*2,"""",IF(ABS($AA796)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI796<>""READY"",ABS($AA796)<SETTINGS!$B$10*2,$AF796<>"""",$AG796<>""""),""INVESTIGATE"",""BET""))))","=IF($AA796="""","""",IF(ABS($AA796)<SETTINGS!$B$49,"""",IF(ABS($AA796)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI796<>""READY"",ABS($AA796)<SETTINGS!$B$51,$AF796<>"""",$AG796<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB797,797,28,"=IF($AA797="""","""",IF(ABS($AA797)<SETTINGS!$B$8*2,"""",IF(ABS($AA797)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI797<>""READY"",ABS($AA797)<SETTINGS!$B$10*2,$AF797<>"""",$AG797<>""""),""INVESTIGATE"",""BET""))))","=IF($AA797="""","""",IF(ABS($AA797)<SETTINGS!$B$49,"""",IF(ABS($AA797)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI797<>""READY"",ABS($AA797)<SETTINGS!$B$51,$AF797<>"""",$AG797<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB798,798,28,"=IF($AA798="""","""",IF(ABS($AA798)<SETTINGS!$B$8*2,"""",IF(ABS($AA798)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI798<>""READY"",ABS($AA798)<SETTINGS!$B$10*2,$AF798<>"""",$AG798<>""""),""INVESTIGATE"",""BET""))))","=IF($AA798="""","""",IF(ABS($AA798)<SETTINGS!$B$49,"""",IF(ABS($AA798)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI798<>""READY"",ABS($AA798)<SETTINGS!$B$51,$AF798<>"""",$AG798<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB799,799,28,"=IF($AA799="""","""",IF(ABS($AA799)<SETTINGS!$B$8*2,"""",IF(ABS($AA799)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI799<>""READY"",ABS($AA799)<SETTINGS!$B$10*2,$AF799<>"""",$AG799<>""""),""INVESTIGATE"",""BET""))))","=IF($AA799="""","""",IF(ABS($AA799)<SETTINGS!$B$49,"""",IF(ABS($AA799)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI799<>""READY"",ABS($AA799)<SETTINGS!$B$51,$AF799<>"""",$AG799<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB800,800,28,"=IF($AA800="""","""",IF(ABS($AA800)<SETTINGS!$B$8*2,"""",IF(ABS($AA800)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI800<>""READY"",ABS($AA800)<SETTINGS!$B$10*2,$AF800<>"""",$AG800<>""""),""INVESTIGATE"",""BET""))))","=IF($AA800="""","""",IF(ABS($AA800)<SETTINGS!$B$49,"""",IF(ABS($AA800)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI800<>""READY"",ABS($AA800)<SETTINGS!$B$51,$AF800<>"""",$AG800<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB801,801,28,"=IF($AA801="""","""",IF(ABS($AA801)<SETTINGS!$B$8*2,"""",IF(ABS($AA801)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI801<>""READY"",ABS($AA801)<SETTINGS!$B$10*2,$AF801<>"""",$AG801<>""""),""INVESTIGATE"",""BET""))))","=IF($AA801="""","""",IF(ABS($AA801)<SETTINGS!$B$49,"""",IF(ABS($AA801)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI801<>""READY"",ABS($AA801)<SETTINGS!$B$51,$AF801<>"""",$AG801<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB802,802,28,"=IF($AA802="""","""",IF(ABS($AA802)<SETTINGS!$B$8*2,"""",IF(ABS($AA802)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI802<>""READY"",ABS($AA802)<SETTINGS!$B$10*2,$AF802<>"""",$AG802<>""""),""INVESTIGATE"",""BET""))))","=IF($AA802="""","""",IF(ABS($AA802)<SETTINGS!$B$49,"""",IF(ABS($AA802)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI802<>""READY"",ABS($AA802)<SETTINGS!$B$51,$AF802<>"""",$AG802<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB803,803,28,"=IF($AA803="""","""",IF(ABS($AA803)<SETTINGS!$B$8*2,"""",IF(ABS($AA803)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI803<>""READY"",ABS($AA803)<SETTINGS!$B$10*2,$AF803<>"""",$AG803<>""""),""INVESTIGATE"",""BET""))))","=IF($AA803="""","""",IF(ABS($AA803)<SETTINGS!$B$49,"""",IF(ABS($AA803)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI803<>""READY"",ABS($AA803)<SETTINGS!$B$51,$AF803<>"""",$AG803<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB804,804,28,"=IF($AA804="""","""",IF(ABS($AA804)<SETTINGS!$B$8*2,"""",IF(ABS($AA804)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI804<>""READY"",ABS($AA804)<SETTINGS!$B$10*2,$AF804<>"""",$AG804<>""""),""INVESTIGATE"",""BET""))))","=IF($AA804="""","""",IF(ABS($AA804)<SETTINGS!$B$49,"""",IF(ABS($AA804)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI804<>""READY"",ABS($AA804)<SETTINGS!$B$51,$AF804<>"""",$AG804<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB805,805,28,"=IF($AA805="""","""",IF(ABS($AA805)<SETTINGS!$B$8*2,"""",IF(ABS($AA805)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI805<>""READY"",ABS($AA805)<SETTINGS!$B$10*2,$AF805<>"""",$AG805<>""""),""INVESTIGATE"",""BET""))))","=IF($AA805="""","""",IF(ABS($AA805)<SETTINGS!$B$49,"""",IF(ABS($AA805)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI805<>""READY"",ABS($AA805)<SETTINGS!$B$51,$AF805<>"""",$AG805<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB806,806,28,"=IF($AA806="""","""",IF(ABS($AA806)<SETTINGS!$B$8*2,"""",IF(ABS($AA806)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI806<>""READY"",ABS($AA806)<SETTINGS!$B$10*2,$AF806<>"""",$AG806<>""""),""INVESTIGATE"",""BET""))))","=IF($AA806="""","""",IF(ABS($AA806)<SETTINGS!$B$49,"""",IF(ABS($AA806)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI806<>""READY"",ABS($AA806)<SETTINGS!$B$51,$AF806<>"""",$AG806<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB807,807,28,"=IF($AA807="""","""",IF(ABS($AA807)<SETTINGS!$B$8*2,"""",IF(ABS($AA807)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI807<>""READY"",ABS($AA807)<SETTINGS!$B$10*2,$AF807<>"""",$AG807<>""""),""INVESTIGATE"",""BET""))))","=IF($AA807="""","""",IF(ABS($AA807)<SETTINGS!$B$49,"""",IF(ABS($AA807)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI807<>""READY"",ABS($AA807)<SETTINGS!$B$51,$AF807<>"""",$AG807<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB808,808,28,"=IF($AA808="""","""",IF(ABS($AA808)<SETTINGS!$B$8*2,"""",IF(ABS($AA808)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI808<>""READY"",ABS($AA808)<SETTINGS!$B$10*2,$AF808<>"""",$AG808<>""""),""INVESTIGATE"",""BET""))))","=IF($AA808="""","""",IF(ABS($AA808)<SETTINGS!$B$49,"""",IF(ABS($AA808)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI808<>""READY"",ABS($AA808)<SETTINGS!$B$51,$AF808<>"""",$AG808<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB809,809,28,"=IF($AA809="""","""",IF(ABS($AA809)<SETTINGS!$B$8*2,"""",IF(ABS($AA809)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI809<>""READY"",ABS($AA809)<SETTINGS!$B$10*2,$AF809<>"""",$AG809<>""""),""INVESTIGATE"",""BET""))))","=IF($AA809="""","""",IF(ABS($AA809)<SETTINGS!$B$49,"""",IF(ABS($AA809)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI809<>""READY"",ABS($AA809)<SETTINGS!$B$51,$AF809<>"""",$AG809<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB810,810,28,"=IF($AA810="""","""",IF(ABS($AA810)<SETTINGS!$B$8*2,"""",IF(ABS($AA810)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI810<>""READY"",ABS($AA810)<SETTINGS!$B$10*2,$AF810<>"""",$AG810<>""""),""INVESTIGATE"",""BET""))))","=IF($AA810="""","""",IF(ABS($AA810)<SETTINGS!$B$49,"""",IF(ABS($AA810)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI810<>""READY"",ABS($AA810)<SETTINGS!$B$51,$AF810<>"""",$AG810<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB811,811,28,"=IF($AA811="""","""",IF(ABS($AA811)<SETTINGS!$B$8*2,"""",IF(ABS($AA811)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI811<>""READY"",ABS($AA811)<SETTINGS!$B$10*2,$AF811<>"""",$AG811<>""""),""INVESTIGATE"",""BET""))))","=IF($AA811="""","""",IF(ABS($AA811)<SETTINGS!$B$49,"""",IF(ABS($AA811)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI811<>""READY"",ABS($AA811)<SETTINGS!$B$51,$AF811<>"""",$AG811<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB812,812,28,"=IF($AA812="""","""",IF(ABS($AA812)<SETTINGS!$B$8*2,"""",IF(ABS($AA812)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI812<>""READY"",ABS($AA812)<SETTINGS!$B$10*2,$AF812<>"""",$AG812<>""""),""INVESTIGATE"",""BET""))))","=IF($AA812="""","""",IF(ABS($AA812)<SETTINGS!$B$49,"""",IF(ABS($AA812)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI812<>""READY"",ABS($AA812)<SETTINGS!$B$51,$AF812<>"""",$AG812<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB813,813,28,"=IF($AA813="""","""",IF(ABS($AA813)<SETTINGS!$B$8*2,"""",IF(ABS($AA813)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI813<>""READY"",ABS($AA813)<SETTINGS!$B$10*2,$AF813<>"""",$AG813<>""""),""INVESTIGATE"",""BET""))))","=IF($AA813="""","""",IF(ABS($AA813)<SETTINGS!$B$49,"""",IF(ABS($AA813)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI813<>""READY"",ABS($AA813)<SETTINGS!$B$51,$AF813<>"""",$AG813<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB814,814,28,"=IF($AA814="""","""",IF(ABS($AA814)<SETTINGS!$B$8*2,"""",IF(ABS($AA814)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI814<>""READY"",ABS($AA814)<SETTINGS!$B$10*2,$AF814<>"""",$AG814<>""""),""INVESTIGATE"",""BET""))))","=IF($AA814="""","""",IF(ABS($AA814)<SETTINGS!$B$49,"""",IF(ABS($AA814)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI814<>""READY"",ABS($AA814)<SETTINGS!$B$51,$AF814<>"""",$AG814<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB815,815,28,"=IF($AA815="""","""",IF(ABS($AA815)<SETTINGS!$B$8*2,"""",IF(ABS($AA815)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI815<>""READY"",ABS($AA815)<SETTINGS!$B$10*2,$AF815<>"""",$AG815<>""""),""INVESTIGATE"",""BET""))))","=IF($AA815="""","""",IF(ABS($AA815)<SETTINGS!$B$49,"""",IF(ABS($AA815)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI815<>""READY"",ABS($AA815)<SETTINGS!$B$51,$AF815<>"""",$AG815<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB816,816,28,"=IF($AA816="""","""",IF(ABS($AA816)<SETTINGS!$B$8*2,"""",IF(ABS($AA816)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI816<>""READY"",ABS($AA816)<SETTINGS!$B$10*2,$AF816<>"""",$AG816<>""""),""INVESTIGATE"",""BET""))))","=IF($AA816="""","""",IF(ABS($AA816)<SETTINGS!$B$49,"""",IF(ABS($AA816)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI816<>""READY"",ABS($AA816)<SETTINGS!$B$51,$AF816<>"""",$AG816<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB817,817,28,"=IF($AA817="""","""",IF(ABS($AA817)<SETTINGS!$B$8*2,"""",IF(ABS($AA817)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI817<>""READY"",ABS($AA817)<SETTINGS!$B$10*2,$AF817<>"""",$AG817<>""""),""INVESTIGATE"",""BET""))))","=IF($AA817="""","""",IF(ABS($AA817)<SETTINGS!$B$49,"""",IF(ABS($AA817)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI817<>""READY"",ABS($AA817)<SETTINGS!$B$51,$AF817<>"""",$AG817<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB818,818,28,"=IF($AA818="""","""",IF(ABS($AA818)<SETTINGS!$B$8*2,"""",IF(ABS($AA818)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI818<>""READY"",ABS($AA818)<SETTINGS!$B$10*2,$AF818<>"""",$AG818<>""""),""INVESTIGATE"",""BET""))))","=IF($AA818="""","""",IF(ABS($AA818)<SETTINGS!$B$49,"""",IF(ABS($AA818)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI818<>""READY"",ABS($AA818)<SETTINGS!$B$51,$AF818<>"""",$AG818<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB819,819,28,"=IF($AA819="""","""",IF(ABS($AA819)<SETTINGS!$B$8*2,"""",IF(ABS($AA819)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI819<>""READY"",ABS($AA819)<SETTINGS!$B$10*2,$AF819<>"""",$AG819<>""""),""INVESTIGATE"",""BET""))))","=IF($AA819="""","""",IF(ABS($AA819)<SETTINGS!$B$49,"""",IF(ABS($AA819)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI819<>""READY"",ABS($AA819)<SETTINGS!$B$51,$AF819<>"""",$AG819<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB820,820,28,"=IF($AA820="""","""",IF(ABS($AA820)<SETTINGS!$B$8*2,"""",IF(ABS($AA820)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI820<>""READY"",ABS($AA820)<SETTINGS!$B$10*2,$AF820<>"""",$AG820<>""""),""INVESTIGATE"",""BET""))))","=IF($AA820="""","""",IF(ABS($AA820)<SETTINGS!$B$49,"""",IF(ABS($AA820)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI820<>""READY"",ABS($AA820)<SETTINGS!$B$51,$AF820<>"""",$AG820<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
