sheet	cell	v0.5.1_value	v0.5.2_value
ENGINE	AI935	'=IF($A935="","",IF($AH935<>"","BLOCKED",IF($AG935<>"","FCS — NO PLAY",IF(CALC!$S935=1,"PENDING LINE",IF(CALC!$Q935=1,"STALE LINE",IF($AE935="QB UNCERTAIN","QB UNCERTAIN",IF($AF935<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B935="",$C935=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A935="","",IF($AH935<>"","BLOCKED",IF($AG935<>"","FCS — NO PLAY",IF(CALC!$S935=1,"PENDING LINE",IF(CALC!$Q935=1,"STALE LINE",IF($AE935="QB UNCERTAIN","QB UNCERTAIN",IF($AF935<>"","TRANSITION UNCERTAIN",IF(OR($B935="",$C935=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI936	'=IF($A936="","",IF($AH936<>"","BLOCKED",IF($AG936<>"","FCS — NO PLAY",IF(CALC!$S936=1,"PENDING LINE",IF(CALC!$Q936=1,"STALE LINE",IF($AE936="QB UNCERTAIN","QB UNCERTAIN",IF($AF936<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B936="",$C936=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A936="","",IF($AH936<>"","BLOCKED",IF($AG936<>"","FCS — NO PLAY",IF(CALC!$S936=1,"PENDING LINE",IF(CALC!$Q936=1,"STALE LINE",IF($AE936="QB UNCERTAIN","QB UNCERTAIN",IF($AF936<>"","TRANSITION UNCERTAIN",IF(OR($B936="",$C936=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI937	'=IF($A937="","",IF($AH937<>"","BLOCKED",IF($AG937<>"","FCS — NO PLAY",IF(CALC!$S937=1,"PENDING LINE",IF(CALC!$Q937=1,"STALE LINE",IF($AE937="QB UNCERTAIN","QB UNCERTAIN",IF($AF937<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B937="",$C937=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A937="","",IF($AH937<>"","BLOCKED",IF($AG937<>"","FCS — NO PLAY",IF(CALC!$S937=1,"PENDING LINE",IF(CALC!$Q937=1,"STALE LINE",IF($AE937="QB UNCERTAIN","QB UNCERTAIN",IF($AF937<>"","TRANSITION UNCERTAIN",IF(OR($B937="",$C937=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI938	'=IF($A938="","",IF($AH938<>"","BLOCKED",IF($AG938<>"","FCS — NO PLAY",IF(CALC!$S938=1,"PENDING LINE",IF(CALC!$Q938=1,"STALE LINE",IF($AE938="QB UNCERTAIN","QB UNCERTAIN",IF($AF938<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B938="",$C938=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A938="","",IF($AH938<>"","BLOCKED",IF($AG938<>"","FCS — NO PLAY",IF(CALC!$S938=1,"PENDING LINE",IF(CALC!$Q938=1,"STALE LINE",IF($AE938="QB UNCERTAIN","QB UNCERTAIN",IF($AF938<>"","TRANSITION UNCERTAIN",IF(OR($B938="",$C938=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI939	'=IF($A939="","",IF($AH939<>"","BLOCKED",IF($AG939<>"","FCS — NO PLAY",IF(CALC!$S939=1,"PENDING LINE",IF(CALC!$Q939=1,"STALE LINE",IF($AE939="QB UNCERTAIN","QB UNCERTAIN",IF($AF939<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B939="",$C939=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A939="","",IF($AH939<>"","BLOCKED",IF($AG939<>"","FCS — NO PLAY",IF(CALC!$S939=1,"PENDING LINE",IF(CALC!$Q939=1,"STALE LINE",IF($AE939="QB UNCERTAIN","QB UNCERTAIN",IF($AF939<>"","TRANSITION UNCERTAIN",IF(OR($B939="",$C939=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI940	'=IF($A940="","",IF($AH940<>"","BLOCKED",IF($AG940<>"","FCS — NO PLAY",IF(CALC!$S940=1,"PENDING LINE",IF(CALC!$Q940=1,"STALE LINE",IF($AE940="QB UNCERTAIN","QB UNCERTAIN",IF($AF940<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B940="",$C940=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A940="","",IF($AH940<>"","BLOCKED",IF($AG940<>"","FCS — NO PLAY",IF(CALC!$S940=1,"PENDING LINE",IF(CALC!$Q940=1,"STALE LINE",IF($AE940="QB UNCERTAIN","QB UNCERTAIN",IF($AF940<>"","TRANSITION UNCERTAIN",IF(OR($B940="",$C940=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI941	'=IF($A941="","",IF($AH941<>"","BLOCKED",IF($AG941<>"","FCS — NO PLAY",IF(CALC!$S941=1,"PENDING LINE",IF(CALC!$Q941=1,"STALE LINE",IF($AE941="QB UNCERTAIN","QB UNCERTAIN",IF($AF941<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B941="",$C941=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A941="","",IF($AH941<>"","BLOCKED",IF($AG941<>"","FCS — NO PLAY",IF(CALC!$S941=1,"PENDING LINE",IF(CALC!$Q941=1,"STALE LINE",IF($AE941="QB UNCERTAIN","QB UNCERTAIN",IF($AF941<>"","TRANSITION UNCERTAIN",IF(OR($B941="",$C941=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI942	'=IF($A942="","",IF($AH942<>"","BLOCKED",IF($AG942<>"","FCS — NO PLAY",IF(CALC!$S942=1,"PENDING LINE",IF(CALC!$Q942=1,"STALE LINE",IF($AE942="QB UNCERTAIN","QB UNCERTAIN",IF($AF942<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B942="",$C942=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A942="","",IF($AH942<>"","BLOCKED",IF($AG942<>"","FCS — NO PLAY",IF(CALC!$S942=1,"PENDING LINE",IF(CALC!$Q942=1,"STALE LINE",IF($AE942="QB UNCERTAIN","QB UNCERTAIN",IF($AF942<>"","TRANSITION UNCERTAIN",IF(OR($B942="",$C942=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI943	'=IF($A943="","",IF($AH943<>"","BLOCKED",IF($AG943<>"","FCS — NO PLAY",IF(CALC!$S943=1,"PENDING LINE",IF(CALC!$Q943=1,"STALE LINE",IF($AE943="QB UNCERTAIN","QB UNCERTAIN",IF($AF943<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B943="",$C943=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A943="","",IF($AH943<>"","BLOCKED",IF($AG943<>"","FCS — NO PLAY",IF(CALC!$S943=1,"PENDING LINE",IF(CALC!$Q943=1,"STALE LINE",IF($AE943="QB UNCERTAIN","QB UNCERTAIN",IF($AF943<>"","TRANSITION UNCERTAIN",IF(OR($B943="",$C943=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI944	'=IF($A944="","",IF($AH944<>"","BLOCKED",IF($AG944<>"","FCS — NO PLAY",IF(CALC!$S944=1,"PENDING LINE",IF(CALC!$Q944=1,"STALE LINE",IF($AE944="QB UNCERTAIN","QB UNCERTAIN",IF($AF944<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B944="",$C944=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A944="","",IF($AH944<>"","BLOCKED",IF($AG944<>"","FCS — NO PLAY",IF(CALC!$S944=1,"PENDING LINE",IF(CALC!$Q944=1,"STALE LINE",IF($AE944="QB UNCERTAIN","QB UNCERTAIN",IF($AF944<>"","TRANSITION UNCERTAIN",IF(OR($B944="",$C944=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI945	'=IF($A945="","",IF($AH945<>"","BLOCKED",IF($AG945<>"","FCS — NO PLAY",IF(CALC!$S945=1,"PENDING LINE",IF(CALC!$Q945=1,"STALE LINE",IF($AE945="QB UNCERTAIN","QB UNCERTAIN",IF($AF945<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B945="",$C945=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A945="","",IF($AH945<>"","BLOCKED",IF($AG945<>"","FCS — NO PLAY",IF(CALC!$S945=1,"PENDING LINE",IF(CALC!$Q945=1,"STALE LINE",IF($AE945="QB UNCERTAIN","QB UNCERTAIN",IF($AF945<>"","TRANSITION UNCERTAIN",IF(OR($B945="",$C945=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI946	'=IF($A946="","",IF($AH946<>"","BLOCKED",IF($AG946<>"","FCS — NO PLAY",IF(CALC!$S946=1,"PENDING LINE",IF(CALC!$Q946=1,"STALE LINE",IF($AE946="QB UNCERTAIN","QB UNCERTAIN",IF($AF946<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B946="",$C946=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A946="","",IF($AH946<>"","BLOCKED",IF($AG946<>"","FCS — NO PLAY",IF(CALC!$S946=1,"PENDING LINE",IF(CALC!$Q946=1,"STALE LINE",IF($AE946="QB UNCERTAIN","QB UNCERTAIN",IF($AF946<>"","TRANSITION UNCERTAIN",IF(OR($B946="",$C946=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI947	'=IF($A947="","",IF($AH947<>"","BLOCKED",IF($AG947<>"","FCS — NO PLAY",IF(CALC!$S947=1,"PENDING LINE",IF(CALC!$Q947=1,"STALE LINE",IF($AE947="QB UNCERTAIN","QB UNCERTAIN",IF($AF947<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B947="",$C947=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A947="","",IF($AH947<>"","BLOCKED",IF($AG947<>"","FCS — NO PLAY",IF(CALC!$S947=1,"PENDING LINE",IF(CALC!$Q947=1,"STALE LINE",IF($AE947="QB UNCERTAIN","QB UNCERTAIN",IF($AF947<>"","TRANSITION UNCERTAIN",IF(OR($B947="",$C947=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI948	'=IF($A948="","",IF($AH948<>"","BLOCKED",IF($AG948<>"","FCS — NO PLAY",IF(CALC!$S948=1,"PENDING LINE",IF(CALC!$Q948=1,"STALE LINE",IF($AE948="QB UNCERTAIN","QB UNCERTAIN",IF($AF948<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B948="",$C948=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A948="","",IF($AH948<>"","BLOCKED",IF($AG948<>"","FCS — NO PLAY",IF(CALC!$S948=1,"PENDING LINE",IF(CALC!$Q948=1,"STALE LINE",IF($AE948="QB UNCERTAIN","QB UNCERTAIN",IF($AF948<>"","TRANSITION UNCERTAIN",IF(OR($B948="",$C948=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI949	'=IF($A949="","",IF($AH949<>"","BLOCKED",IF($AG949<>"","FCS — NO PLAY",IF(CALC!$S949=1,"PENDING LINE",IF(CALC!$Q949=1,"STALE LINE",IF($AE949="QB UNCERTAIN","QB UNCERTAIN",IF($AF949<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B949="",$C949=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A949="","",IF($AH949<>"","BLOCKED",IF($AG949<>"","FCS — NO PLAY",IF(CALC!$S949=1,"PENDING LINE",IF(CALC!$Q949=1,"STALE LINE",IF($AE949="QB UNCERTAIN","QB UNCERTAIN",IF($AF949<>"","TRANSITION UNCERTAIN",IF(OR($B949="",$C949=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI950	'=IF($A950="","",IF($AH950<>"","BLOCKED",IF($AG950<>"","FCS — NO PLAY",IF(CALC!$S950=1,"PENDING LINE",IF(CALC!$Q950=1,"STALE LINE",IF($AE950="QB UNCERTAIN","QB UNCERTAIN",IF($AF950<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B950="",$C950=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A950="","",IF($AH950<>"","BLOCKED",IF($AG950<>"","FCS — NO PLAY",IF(CALC!$S950=1,"PENDING LINE",IF(CALC!$Q950=1,"STALE LINE",IF($AE950="QB UNCERTAIN","QB UNCERTAIN",IF($AF950<>"","TRANSITION UNCERTAIN",IF(OR($B950="",$C950=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI951	'=IF($A951="","",IF($AH951<>"","BLOCKED",IF($AG951<>"","FCS — NO PLAY",IF(CALC!$S951=1,"PENDING LINE",IF(CALC!$Q951=1,"STALE LINE",IF($AE951="QB UNCERTAIN","QB UNCERTAIN",IF($AF951<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B951="",$C951=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A951="","",IF($AH951<>"","BLOCKED",IF($AG951<>"","FCS — NO PLAY",IF(CALC!$S951=1,"PENDING LINE",IF(CALC!$Q951=1,"STALE LINE",IF($AE951="QB UNCERTAIN","QB UNCERTAIN",IF($AF951<>"","TRANSITION UNCERTAIN",IF(OR($B951="",$C951=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI952	'=IF($A952="","",IF($AH952<>"","BLOCKED",IF($AG952<>"","FCS — NO PLAY",IF(CALC!$S952=1,"PENDING LINE",IF(CALC!$Q952=1,"STALE LINE",IF($AE952="QB UNCERTAIN","QB UNCERTAIN",IF($AF952<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B952="",$C952=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A952="","",IF($AH952<>"","BLOCKED",IF($AG952<>"","FCS — NO PLAY",IF(CALC!$S952=1,"PENDING LINE",IF(CALC!$Q952=1,"STALE LINE",IF($AE952="QB UNCERTAIN","QB UNCERTAIN",IF($AF952<>"","TRANSITION UNCERTAIN",IF(OR($B952="",$C952=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI953	'=IF($A953="","",IF($AH953<>"","BLOCKED",IF($AG953<>"","FCS — NO PLAY",IF(CALC!$S953=1,"PENDING LINE",IF(CALC!$Q953=1,"STALE LINE",IF($AE953="QB UNCERTAIN","QB UNCERTAIN",IF($AF953<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B953="",$C953=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A953="","",IF($AH953<>"","BLOCKED",IF($AG953<>"","FCS — NO PLAY",IF(CALC!$S953=1,"PENDING LINE",IF(CALC!$Q953=1,"STALE LINE",IF($AE953="QB UNCERTAIN","QB UNCERTAIN",IF($AF953<>"","TRANSITION UNCERTAIN",IF(OR($B953="",$C953=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI954	'=IF($A954="","",IF($AH954<>"","BLOCKED",IF($AG954<>"","FCS — NO PLAY",IF(CALC!$S954=1,"PENDING LINE",IF(CALC!$Q954=1,"STALE LINE",IF($AE954="QB UNCERTAIN","QB UNCERTAIN",IF($AF954<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B954="",$C954=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A954="","",IF($AH954<>"","BLOCKED",IF($AG954<>"","FCS — NO PLAY",IF(CALC!$S954=1,"PENDING LINE",IF(CALC!$Q954=1,"STALE LINE",IF($AE954="QB UNCERTAIN","QB UNCERTAIN",IF($AF954<>"","TRANSITION UNCERTAIN",IF(OR($B954="",$C954=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI955	'=IF($A955="","",IF($AH955<>"","BLOCKED",IF($AG955<>"","FCS — NO PLAY",IF(CALC!$S955=1,"PENDING LINE",IF(CALC!$Q955=1,"STALE LINE",IF($AE955="QB UNCERTAIN","QB UNCERTAIN",IF($AF955<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B955="",$C955=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A955="","",IF($AH955<>"","BLOCKED",IF($AG955<>"","FCS — NO PLAY",IF(CALC!$S955=1,"PENDING LINE",IF(CALC!$Q955=1,"STALE LINE",IF($AE955="QB UNCERTAIN","QB UNCERTAIN",IF($AF955<>"","TRANSITION UNCERTAIN",IF(OR($B955="",$C955=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI956	'=IF($A956="","",IF($AH956<>"","BLOCKED",IF($AG956<>"","FCS — NO PLAY",IF(CALC!$S956=1,"PENDING LINE",IF(CALC!$Q956=1,"STALE LINE",IF($AE956="QB UNCERTAIN","QB UNCERTAIN",IF($AF956<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B956="",$C956=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A956="","",IF($AH956<>"","BLOCKED",IF($AG956<>"","FCS — NO PLAY",IF(CALC!$S956=1,"PENDING LINE",IF(CALC!$Q956=1,"STALE LINE",IF($AE956="QB UNCERTAIN","QB UNCERTAIN",IF($AF956<>"","TRANSITION UNCERTAIN",IF(OR($B956="",$C956=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI957	'=IF($A957="","",IF($AH957<>"","BLOCKED",IF($AG957<>"","FCS — NO PLAY",IF(CALC!$S957=1,"PENDING LINE",IF(CALC!$Q957=1,"STALE LINE",IF($AE957="QB UNCERTAIN","QB UNCERTAIN",IF($AF957<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B957="",$C957=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A957="","",IF($AH957<>"","BLOCKED",IF($AG957<>"","FCS — NO PLAY",IF(CALC!$S957=1,"PENDING LINE",IF(CALC!$Q957=1,"STALE LINE",IF($AE957="QB UNCERTAIN","QB UNCERTAIN",IF($AF957<>"","TRANSITION UNCERTAIN",IF(OR($B957="",$C957=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI958	'=IF($A958="","",IF($AH958<>"","BLOCKED",IF($AG958<>"","FCS — NO PLAY",IF(CALC!$S958=1,"PENDING LINE",IF(CALC!$Q958=1,"STALE LINE",IF($AE958="QB UNCERTAIN","QB UNCERTAIN",IF($AF958<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B958="",$C958=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A958="","",IF($AH958<>"","BLOCKED",IF($AG958<>"","FCS — NO PLAY",IF(CALC!$S958=1,"PENDING LINE",IF(CALC!$Q958=1,"STALE LINE",IF($AE958="QB UNCERTAIN","QB UNCERTAIN",IF($AF958<>"","TRANSITION UNCERTAIN",IF(OR($B958="",$C958=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI959	'=IF($A959="","",IF($AH959<>"","BLOCKED",IF($AG959<>"","FCS — NO PLAY",IF(CALC!$S959=1,"PENDING LINE",IF(CALC!$Q959=1,"STALE LINE",IF($AE959="QB UNCERTAIN","QB UNCERTAIN",IF($AF959<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B959="",$C959=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A959="","",IF($AH959<>"","BLOCKED",IF($AG959<>"","FCS — NO PLAY",IF(CALC!$S959=1,"PENDING LINE",IF(CALC!$Q959=1,"STALE LINE",IF($AE959="QB UNCERTAIN","QB UNCERTAIN",IF($AF959<>"","TRANSITION UNCERTAIN",IF(OR($B959="",$C959=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI960	'=IF($A960="","",IF($AH960<>"","BLOCKED",IF($AG960<>"","FCS — NO PLAY",IF(CALC!$S960=1,"PENDING LINE",IF(CALC!$Q960=1,"STALE LINE",IF($AE960="QB UNCERTAIN","QB UNCERTAIN",IF($AF960<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B960="",$C960=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A960="","",IF($AH960<>"","BLOCKED",IF($AG960<>"","FCS — NO PLAY",IF(CALC!$S960=1,"PENDING LINE",IF(CALC!$Q960=1,"STALE LINE",IF($AE960="QB UNCERTAIN","QB UNCERTAIN",IF($AF960<>"","TRANSITION UNCERTAIN",IF(OR($B960="",$C960=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI961	'=IF($A961="","",IF($AH961<>"","BLOCKED",IF($AG961<>"","FCS — NO PLAY",IF(CALC!$S961=1,"PENDING LINE",IF(CALC!$Q961=1,"STALE LINE",IF($AE961="QB UNCERTAIN","QB UNCERTAIN",IF($AF961<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B961="",$C961=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A961="","",IF($AH961<>"","BLOCKED",IF($AG961<>"","FCS — NO PLAY",IF(CALC!$S961=1,"PENDING LINE",IF(CALC!$Q961=1,"STALE LINE",IF($AE961="QB UNCERTAIN","QB UNCERTAIN",IF($AF961<>"","TRANSITION UNCERTAIN",IF(OR($B961="",$C961=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI962	'=IF($A962="","",IF($AH962<>"","BLOCKED",IF($AG962<>"","FCS — NO PLAY",IF(CALC!$S962=1,"PENDING LINE",IF(CALC!$Q962=1,"STALE LINE",IF($AE962="QB UNCERTAIN","QB UNCERTAIN",IF($AF962<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B962="",$C962=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A962="","",IF($AH962<>"","BLOCKED",IF($AG962<>"","FCS — NO PLAY",IF(CALC!$S962=1,"PENDING LINE",IF(CALC!$Q962=1,"STALE LINE",IF($AE962="QB UNCERTAIN","QB UNCERTAIN",IF($AF962<>"","TRANSITION UNCERTAIN",IF(OR($B962="",$C962=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI963	'=IF($A963="","",IF($AH963<>"","BLOCKED",IF($AG963<>"","FCS — NO PLAY",IF(CALC!$S963=1,"PENDING LINE",IF(CALC!$Q963=1,"STALE LINE",IF($AE963="QB UNCERTAIN","QB UNCERTAIN",IF($AF963<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B963="",$C963=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A963="","",IF($AH963<>"","BLOCKED",IF($AG963<>"","FCS — NO PLAY",IF(CALC!$S963=1,"PENDING LINE",IF(CALC!$Q963=1,"STALE LINE",IF($AE963="QB UNCERTAIN","QB UNCERTAIN",IF($AF963<>"","TRANSITION UNCERTAIN",IF(OR($B963="",$C963=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI964	'=IF($A964="","",IF($AH964<>"","BLOCKED",IF($AG964<>"","FCS — NO PLAY",IF(CALC!$S964=1,"PENDING LINE",IF(CALC!$Q964=1,"STALE LINE",IF($AE964="QB UNCERTAIN","QB UNCERTAIN",IF($AF964<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B964="",$C964=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A964="","",IF($AH964<>"","BLOCKED",IF($AG964<>"","FCS — NO PLAY",IF(CALC!$S964=1,"PENDING LINE",IF(CALC!$Q964=1,"STALE LINE",IF($AE964="QB UNCERTAIN","QB UNCERTAIN",IF($AF964<>"","TRANSITION UNCERTAIN",IF(OR($B964="",$C964=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI965	'=IF($A965="","",IF($AH965<>"","BLOCKED",IF($AG965<>"","FCS — NO PLAY",IF(CALC!$S965=1,"PENDING LINE",IF(CALC!$Q965=1,"STALE LINE",IF($AE965="QB UNCERTAIN","QB UNCERTAIN",IF($AF965<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B965="",$C965=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A965="","",IF($AH965<>"","BLOCKED",IF($AG965<>"","FCS — NO PLAY",IF(CALC!$S965=1,"PENDING LINE",IF(CALC!$Q965=1,"STALE LINE",IF($AE965="QB UNCERTAIN","QB UNCERTAIN",IF($AF965<>"","TRANSITION UNCERTAIN",IF(OR($B965="",$C965=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI966	'=IF($A966="","",IF($AH966<>"","BLOCKED",IF($AG966<>"","FCS — NO PLAY",IF(CALC!$S966=1,"PENDING LINE",IF(CALC!$Q966=1,"STALE LINE",IF($AE966="QB UNCERTAIN","QB UNCERTAIN",IF($AF966<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B966="",$C966=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A966="","",IF($AH966<>"","BLOCKED",IF($AG966<>"","FCS — NO PLAY",IF(CALC!$S966=1,"PENDING LINE",IF(CALC!$Q966=1,"STALE LINE",IF($AE966="QB UNCERTAIN","QB UNCERTAIN",IF($AF966<>"","TRANSITION UNCERTAIN",IF(OR($B966="",$C966=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI967	'=IF($A967="","",IF($AH967<>"","BLOCKED",IF($AG967<>"","FCS — NO PLAY",IF(CALC!$S967=1,"PENDING LINE",IF(CALC!$Q967=1,"STALE LINE",IF($AE967="QB UNCERTAIN","QB UNCERTAIN",IF($AF967<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B967="",$C967=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A967="","",IF($AH967<>"","BLOCKED",IF($AG967<>"","FCS — NO PLAY",IF(CALC!$S967=1,"PENDING LINE",IF(CALC!$Q967=1,"STALE LINE",IF($AE967="QB UNCERTAIN","QB UNCERTAIN",IF($AF967<>"","TRANSITION UNCERTAIN",IF(OR($B967="",$C967=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI968	'=IF($A968="","",IF($AH968<>"","BLOCKED",IF($AG968<>"","FCS — NO PLAY",IF(CALC!$S968=1,"PENDING LINE",IF(CALC!$Q968=1,"STALE LINE",IF($AE968="QB UNCERTAIN","QB UNCERTAIN",IF($AF968<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B968="",$C968=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A968="","",IF($AH968<>"","BLOCKED",IF($AG968<>"","FCS — NO PLAY",IF(CALC!$S968=1,"PENDING LINE",IF(CALC!$Q968=1,"STALE LINE",IF($AE968="QB UNCERTAIN","QB UNCERTAIN",IF($AF968<>"","TRANSITION UNCERTAIN",IF(OR($B968="",$C968=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI969	'=IF($A969="","",IF($AH969<>"","BLOCKED",IF($AG969<>"","FCS — NO PLAY",IF(CALC!$S969=1,"PENDING LINE",IF(CALC!$Q969=1,"STALE LINE",IF($AE969="QB UNCERTAIN","QB UNCERTAIN",IF($AF969<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B969="",$C969=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A969="","",IF($AH969<>"","BLOCKED",IF($AG969<>"","FCS — NO PLAY",IF(CALC!$S969=1,"PENDING LINE",IF(CALC!$Q969=1,"STALE LINE",IF($AE969="QB UNCERTAIN","QB UNCERTAIN",IF($AF969<>"","TRANSITION UNCERTAIN",IF(OR($B969="",$C969=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI970	'=IF($A970="","",IF($AH970<>"","BLOCKED",IF($AG970<>"","FCS — NO PLAY",IF(CALC!$S970=1,"PENDING LINE",IF(CALC!$Q970=1,"STALE LINE",IF($AE970="QB UNCERTAIN","QB UNCERTAIN",IF($AF970<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B970="",$C970=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A970="","",IF($AH970<>"","BLOCKED",IF($AG970<>"","FCS — NO PLAY",IF(CALC!$S970=1,"PENDING LINE",IF(CALC!$Q970=1,"STALE LINE",IF($AE970="QB UNCERTAIN","QB UNCERTAIN",IF($AF970<>"","TRANSITION UNCERTAIN",IF(OR($B970="",$C970=""),"DATA INCOMPLETE","READY"))))))))'
