sheet,cell,classification,old,new
QB VALUES,E111,CUMULATIVE,,Dru DeShields
QB VALUES,F111,CUMULATIVE,,0
QB VALUES,H111,CUMULATIVE,,H
QB VALUES,I111,CUMULATIVE,,Wikipedia 2026 Kent State / 247 (https://en.wikipedia.org/wiki/2026_Kent_State_Golden_Flashes_football_team)
QB VALUES,J111,CUMULATIVE,,2026
QB VALUES,K111,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L111,CUMULATIVE,,"returning starter | 2025: 2025: 2,030 yds, 18 TD, 3 INT (first year as starter) | returning starter | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,E112,CUMULATIVE,,Open (David McComb / Thomas Gotkowski / Caleb Heavner)
QB VALUES,H112,CUMULATIVE,,L
QB VALUES,I112,CUMULATIVE,,The Miami Student (https://www.miamistudent.net/article/2025/12/this-will-be-another-game-for-him-gotkowski-stepped-up-as-miami-s-starting-quarterback-to-send-redhawks-to-mac-championship)
QB VALUES,J112,CUMULATIVE,,2026
QB VALUES,K112,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L112,CUMULATIVE,,"7D.2 CONFLICT RESOLVED 2026-08-03: both prior claims reconciled. Thomas Gotkowski IS on the official Miami roster (RS-So; 5 games, 3 starts in 2025 incl. the MAC title-clinching win). The 'Kansas transfer' is DAVID McCOMB (RS-Fr), NOT Isaiah Marshall - Marshall remains on Kansas's roster. Three-way spring competition: Gotkowski, McComb, and senior transfer Caleb Heavner; entering MAC Media Days the Kansas transfer appeared to hold the projected starting role. Genuine open competition -> L retained; values blank; UNCERTAIN. RECHECK: official depth chart / staff naming."
QB VALUES,E113,CUMULATIVE,,Nick Poulos (leader; not yet named)
QB VALUES,H113,CUMULATIVE,,M
QB VALUES,I113,CUMULATIVE,,RotoWire MAC spring / Ohio Athletics (https://www.rotowire.com/cfootball/article/spring-practice-storylines-mid-american-conference-106501)
QB VALUES,J113,CUMULATIVE,,2026
QB VALUES,K113,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L113,CUMULATIVE,,"VERIFIED 2026-08-03: HC John Hauser says Nick Poulos 'is still in the lead' for the starting job, but Ohio has no Week 1 starter named. Coach-described leader awaiting formal announcement -> M. Numerical values remain BLANK (no new value populated this phase), so status stays UNCERTAIN."
QB VALUES,C114,CUMULATIVE,,Carson Conklin
QB VALUES,D114,CUMULATIVE,,0
QB VALUES,E114,CUMULATIVE,,Carson Conklin
QB VALUES,F114,CUMULATIVE,,0
QB VALUES,H114,CUMULATIVE,,M
QB VALUES,I114,CUMULATIVE,,The State Hornet / CFN Sac State preview (https://statehornet.com/2026/04/sac-state-football-mid-american-conference-fbs-alonzo-carter/)
QB VALUES,J114,CUMULATIVE,,2026
QB VALUES,K114,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L114,CUMULATIVE,,"VERIFIED 2026-08-03: Carson Conklin CONFIRMED returning to Sacramento State for 2026 - listed on the official hornetsports.com 2026 roster and announced by Sac State Football ('HE'S BACK') after playing 2025 at Fresno State. He was the Hornets' 2024 starter and was named Fresno State's starter for the stretch run in Oct 2025. Experienced returning-to-program starter, no competition reported -> M retained (no formal 2026 naming located). NOTE: Sacramento State is a transitional program; workbook transitional rules apply separately."
QB VALUES,C115,CUMULATIVE,,John Alan Richter
QB VALUES,D115,CUMULATIVE,,0
QB VALUES,E115,CUMULATIVE,,John Alan Richter (returning)
QB VALUES,F115,CUMULATIVE,,0
QB VALUES,H115,CUMULATIVE,,M
QB VALUES,I115,CUMULATIVE,,Athlon/ESPN/RotoWire MAC 2026 previews (https://athlonsports.com/college-football/mac-football-2026-predictions)
QB VALUES,J115,CUMULATIVE,,2026
QB VALUES,K115,CUMULATIVE,,2026-08-04 00:00:00
QB VALUES,L115,CUMULATIVE,,"VERIFIED 7D.1 (2026-08-03), RE-CONFIRMED 7D.5 2026-08-04: John Alan Richter returns as Toledo's quarterback - 699 pass yds and 7 TD across the past two seasons, one start last year, after sitting behind Dequan Finn and Tucker Gleason for three seasons; coverage calls his holdover 'the biggest testament to the buy-in Coach Mike Jacobs has from the Toledo roster' and says he 'finally gets the keys in 2026.' Toledo was picked THIRD in the 2026 MAC preseason coaches poll. Clear presumptive starter, no formal naming -> M retained; zeros retained; status OK."
QB VALUES,C116,CUMULATIVE,,William 'Pop' Watson
QB VALUES,D116,CUMULATIVE,,0
QB VALUES,E116,CUMULATIVE,,William 'Pop' Watson
QB VALUES,F116,CUMULATIVE,,0
QB VALUES,H116,CUMULATIVE,,M
QB VALUES,I116,CUMULATIVE,,Daily Hampshire Gazette (https://gazettenet.com/2026/01/12/umass-football-snag-virginia-tech-qb-pop-watson-in-transfer-portal/)
QB VALUES,J116,CUMULATIVE,,2026
QB VALUES,K116,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L116,CUMULATIVE,,VERIFIED 2026-08-03: William 'Pop' Watson (Virginia Tech transfer) confirmed arriving to lead the program. Record accurate; M retained.
QB VALUES,C117,CUMULATIVE,,Broc Lowry
QB VALUES,D117,CUMULATIVE,,0
QB VALUES,E117,CUMULATIVE,,Broc Lowry (returning starter)
QB VALUES,F117,CUMULATIVE,,0
QB VALUES,H117,CUMULATIVE,,M
QB VALUES,I117,CUMULATIVE,,Athlon/ESPN/RotoWire MAC 2026 previews (https://athlonsports.com/college-football/mac-football-2026-predictions)
QB VALUES,J117,CUMULATIVE,,2026
QB VALUES,K117,CUMULATIVE,,2026-08-04 00:00:00
QB VALUES,L117,CUMULATIVE,,"VERIFIED 7D.1 (2026-08-03), RE-CONFIRMED 7D.5 2026-08-04: Broc Lowry is RETURNING to Western Michigan for 2026 as the starting quarterback, entering his SECOND season as the primary starter with two years of eligibility left. He won MAC OFFENSIVE PLAYER OF THE YEAR in his first year as a starter (1,803 pass / 963 rush / 23 total TD) on the MAC-champion team. Established returning starter, no formal 2026 naming -> M retained (not H), consistent with the Texas State / Toledo / FAU precedent. Zeros retained; status OK."
QB VALUES,C118,CUMULATIVE,,Liam Szarka
QB VALUES,D118,CUMULATIVE,,0
QB VALUES,E118,CUMULATIVE,,Liam Szarka
QB VALUES,F118,CUMULATIVE,,0
QB VALUES,H118,CUMULATIVE,,H
QB VALUES,I118,CUMULATIVE,,Athlon/ESPN/Nevada Sports Net MW 2026 previews (https://www.espn.com/college-football/story/_/id/48873639/2026-college-football-mountain-west-conference-preview-predictions)
QB VALUES,J118,CUMULATIVE,,2026
QB VALUES,K118,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L118,CUMULATIVE,,returning starter | 2025: Air Force 2025 | returning starter (option offense) | VALUE PENDING RUBRIC APPROVAL
QB VALUES,C119,CUMULATIVE,,Micah Alejado
QB VALUES,D119,CUMULATIVE,,0
QB VALUES,E119,CUMULATIVE,,Micah Alejado
QB VALUES,F119,CUMULATIVE,,0
QB VALUES,H119,CUMULATIVE,,H
QB VALUES,I119,CUMULATIVE,,Athlon/ESPN/Nevada Sports Net MW 2026 previews (https://www.espn.com/college-football/story/_/id/48873639/2026-college-football-mountain-west-conference-preview-predictions)
QB VALUES,J119,CUMULATIVE,,2026
QB VALUES,K119,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L119,CUMULATIVE,,returning starter | 2025: Hawaii 2025 starter | returning starter | VALUE PENDING RUBRIC APPROVAL
QB VALUES,E120,CUMULATIVE,,Open competition (fall camp)
QB VALUES,H120,CUMULATIVE,,L
QB VALUES,I120,CUMULATIVE,,Athlon/ESPN/Nevada Sports Net MW 2026 previews (https://www.espn.com/college-football/story/_/id/48873639/2026-college-football-mountain-west-conference-preview-predictions)
QB VALUES,J120,CUMULATIVE,,2026
QB VALUES,K120,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L120,CUMULATIVE,,VERIFIED 2026-08-03: Nevada is going through a quarterback COMPETITION in fall camp; no leader established in current coverage. L retained; entry generalized from a single name; values blank; UNCERTAIN.
QB VALUES,C121,CUMULATIVE,,Jack Layne
QB VALUES,D121,CUMULATIVE,,0
QB VALUES,E121,CUMULATIVE,,Jack Layne
QB VALUES,F121,CUMULATIVE,,0
QB VALUES,H121,CUMULATIVE,,H
QB VALUES,I121,CUMULATIVE,,Athlon/ESPN/Nevada Sports Net MW 2026 previews (https://www.espn.com/college-football/story/_/id/48873639/2026-college-football-mountain-west-conference-preview-predictions)
QB VALUES,J121,CUMULATIVE,,2026
QB VALUES,K121,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L121,CUMULATIVE,,returning starter | 2025: New Mexico 2025 starter | returning starter | VALUE PENDING RUBRIC APPROVAL
QB VALUES,C122,CUMULATIVE,,Nathan Hayes
QB VALUES,D122,CUMULATIVE,,0
QB VALUES,E122,CUMULATIVE,,Nathan Hayes
QB VALUES,F122,CUMULATIVE,,0
QB VALUES,H122,CUMULATIVE,,M
QB VALUES,I122,CUMULATIVE,,Shaw Local / CFN NDSU preview (https://www.shawlocal.com/friday-night-drive/2026/07/20/after-5-years-of-waiting-north-dakota-state-quarterback-st-charles-east-grad-nathan-hayes-gets-his-moment/)
QB VALUES,J122,CUMULATIVE,,2026
QB VALUES,K122,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L122,CUMULATIVE,,"VERIFIED 2026-08-03: Nathan Hayes is North Dakota State's projected starter and a FIRST-TIME starter (senior); optimism cited given NDSU's QB-development record. Projected starter, unproven -> M retained. NOTE: NDSU is transitional; workbook transitional rules apply separately."
QB VALUES,E123,CUMULATIVE,,Taron Dickens (Western Carolina transfer)
QB VALUES,H123,CUMULATIVE,,M
QB VALUES,I123,CUMULATIVE,,Athlon/ESPN/Nevada Sports Net MW 2026 previews (https://www.espn.com/college-football/story/_/id/48873639/2026-college-football-mountain-west-conference-preview-predictions)
QB VALUES,J123,CUMULATIVE,,2026
QB VALUES,K123,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L123,CUMULATIVE,,"DEFECT CORRECTED 2026-08-03: prior entry listed 'Open (Davidson / Macon / Hamric)' - none appear in current NIU coverage. Verified: TARON DICKENS, Western Carolina transfer and FCS WALTER PAYTON AWARD RUNNER-UP in 2025, is NIU's quarterback, paired with new OC Tony Petersen (ex-Illinois State, hired March 2026). High-profile transfer widely expected to start -> L upgraded to M. Per the L->M rule numerical values REMAIN BLANK (valuation unresolved), so status correctly stays UNCERTAIN."
QB VALUES,E124,CUMULATIVE,,Open (three-way; starter not selected)
QB VALUES,H124,CUMULATIVE,,L
QB VALUES,I124,CUMULATIVE,,Spartan Media Group / Duke Chronicle (https://spartanmediagroup.net/9716/sports/three-spartans-battle-for-starting-quarterback/)
QB VALUES,J124,CUMULATIVE,,2026
QB VALUES,K124,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L124,CUMULATIVE,,VERIFIED 2026-08-03: HC Ken Niumatalolo enters year three with a TOTAL RESET and must pick a quarterback among THREE separate candidates. Genuine open competition -> L retained; entry generalized from a single name; values blank; UNCERTAIN.
QB VALUES,C125,CUMULATIVE,,Jackson Arnold
QB VALUES,E125,CUMULATIVE,,Open (Jackson Arnold / Alex Orji)
QB VALUES,H125,CUMULATIVE,,L
QB VALUES,I125,CUMULATIVE,,ESPN (Arnold to UNLV) (https://www.espn.com/college-football/story/_/id/47539823/qb-jackson-arnold-headed-unlv-third-team-three-seasons)
QB VALUES,J125,CUMULATIVE,,2026
QB VALUES,K125,CUMULATIVE,,2026-08-04 00:00:00
QB VALUES,L125,CUMULATIVE,,"DEFECT CORRECTED 7D.5 2026-08-04: prior entry read 'projected transfer QB1 (verified)' (M) for the Oklahoma/Auburn transfer. The Las Vegas Review-Journal's training-camp preview (2026-07-28) reports a genuine unresolved battle: 'even if coaches won't name a front-runner throughout training camp, there is definitely a battle between returner ALEX ORJI and Auburn transfer JACKSON ARNOLD.' HC Dan Mullen has NOT named a starter, and Fox5 Vegas (2026-07-17) ran a segment on the still-open competition. Arnold brings 18 career starts, 3,293 pass yds and 871 rush yds across Oklahoma and Auburn; Orji must prove a Grade 3 LCL sprain and severe hamstring tear from the 2025 UCLA game have healed. The word 'verified' in the prior note was not supported by any naming. -> M downgraded to L; zeros CLEARED to blank; status becomes UNCERTAIN. Someone must start vs Memphis on 2026-08-29. RECHECK: UNLV depth chart."
QB VALUES,C126,CUMULATIVE,,EJ Colson
QB VALUES,D126,CUMULATIVE,,0
QB VALUES,E126,CUMULATIVE,,EJ Colson
QB VALUES,F126,CUMULATIVE,,0
QB VALUES,H126,CUMULATIVE,,H
QB VALUES,I126,CUMULATIVE,,Wikipedia 2026 UTEP / Athlon (https://en.wikipedia.org/wiki/2026_UTEP_Miners_football_team)
QB VALUES,J126,CUMULATIVE,,2026
QB VALUES,K126,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L126,CUMULATIVE,,VERIFIED 2026-08-03: EJ Colson (Incarnate Word transfer) was NAMED UTEP's starting quarterback in the SPRING. An official naming with no competition reported meets the H standard -> M upgraded to H. Zero initialization RETAINED (correct for H under the preseason baseline-delta method); status remains OK. RECHECK: any camp change to the spring depth chart.
QB VALUES,C127,CUMULATIVE,,Tyler Hughes
QB VALUES,D127,CUMULATIVE,,0
QB VALUES,E127,CUMULATIVE,,Tyler Hughes
QB VALUES,F127,CUMULATIVE,,0
QB VALUES,H127,CUMULATIVE,,M
QB VALUES,I127,CUMULATIVE,,Athlon/ESPN/Nevada Sports Net MW 2026 previews (https://www.espn.com/college-football/story/_/id/48873639/2026-college-football-mountain-west-conference-preview-predictions)
QB VALUES,J127,CUMULATIVE,,2026
QB VALUES,K127,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L127,CUMULATIVE,,"VERIFIED 2026-08-03: Tyler Hughes (William & Mary transfer) confirmed as Wyoming's incoming QB - 2,330 pass yds, 20 TD, 670 rush yds, 11 rush TD in 2025; previously worked with the Wyoming staff at W&M in 2022-23. Transfer widely expected to start -> M retained."
QB VALUES,C128,CUMULATIVE,,Malachi Singleton
QB VALUES,E128,CUMULATIVE,,Open (Malachi Singleton / Hasselbeck)
QB VALUES,H128,CUMULATIVE,,L
QB VALUES,I128,CUMULATIVE,,ESPN/Athlon Sun Belt 2026 previews (https://www.espn.com/college-football/story/_/id/48759931/2026-sun-belt-conference-college-football-preview-predictions-every-team)
QB VALUES,J128,CUMULATIVE,,2026
QB VALUES,K128,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L128,CUMULATIVE,,"DEFECT CORRECTED 2026-08-03: prior entry asserted Malachi Singleton as the likely starter (M). Current coverage describes Singleton AND Hasselbeck as 'the main competitors for the starting gig' with NO leader identified. Per the standard, M requires a clear likely starter and must not be assigned merely because one player is the most recognizable name - Singleton is an Arkansas/Purdue transfer, which is name recognition, not evidence of a lead. -> M downgraded to L. Numerical zeros CLEARED to blank per the approved Akron consistency methodology; status becomes UNCERTAIN."
QB VALUES,E129,CUMULATIVE,,Open (Owens / Dickey / St. Hilare / Haly)
QB VALUES,H129,CUMULATIVE,,L
QB VALUES,I129,CUMULATIVE,,College Football News Arkansas State preview (https://collegefootballnews.com/college-football/arkansas-state-football-preview-2026)
QB VALUES,J129,CUMULATIVE,,2026
QB VALUES,K129,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L129,CUMULATIVE,,VERIFIED 2026-08-03: HC Butch Jones at Sun Belt Media Days said the starting quarterback race CONTINUES with 'four real capable players' at the position. Genuine open competition -> L retained; values blank; UNCERTAIN.
QB VALUES,E130,CUMULATIVE,,Open (Deuce Bailey among candidates)
QB VALUES,H130,CUMULATIVE,,L
QB VALUES,I130,CUMULATIVE,,Coastal Carolina Athletics / Yahoo (https://goccusports.com/news/2026/7/9/ryan-beard-previews-fall-camp-coastal-carolina-football-2026)
QB VALUES,J130,CUMULATIVE,,2026
QB VALUES,K130,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L130,CUMULATIVE,,"VERIFIED 2026-08-03: Coastal Carolina's incoming transfers include POTENTIAL starting quarterback Deuce Bailey, who followed HC Beard from Missouri State. 'Potential' starter, room unsettled -> L retained; entry refined."
QB VALUES,E131,CUMULATIVE,,Max Johnson (leader; Turner Helton competing)
QB VALUES,H131,CUMULATIVE,,M
QB VALUES,I131,CUMULATIVE,,ESPN/Athlon Sun Belt 2026 previews (https://www.espn.com/college-football/story/_/id/48759931/2026-sun-belt-conference-college-football-preview-predictions-every-team)
QB VALUES,J131,CUMULATIVE,,2026
QB VALUES,K131,CUMULATIVE,,2026-08-04 00:00:00
QB VALUES,L131,CUMULATIVE,,"STALE ENTRY CORRECTED 7D.4A, RE-VERIFIED 7D.5 2026-08-04: prior entry read 'Open (Weston Bryan / Turner Helton)' and OMITTED MAX JOHNSON ENTIRELY. Johnson signed from North Carolina on 2026-01-11 (previously LSU 2020-21, Texas A&M 2022-23), and at SUN BELT MEDIA DAYS (2026-07-15) HC CLAY HELTON SAID 'Max Johnson is expected to be the starter if the season began today,' citing experience and high-level production. Turner Helton (WKU transfer, the head coach's son; 14/26, 74 yds, 1 TD in 3 appearances in 2025) is the other player with a shot at the 2026-09-05 opener; both took first-team reps in the spring game. Documented leader by direct head-coach statement, no official naming -> M (not H). Per the L->M rule values REMAIN BLANK, so status correctly stays UNCERTAIN. OPEN RISK: Johnson's durability - season-ending injuries at Texas A&M in 2022 and 2023 and a broken leg in UNC's 2024 opener."
QB VALUES,C132,CUMULATIVE,,Cameran Brown
QB VALUES,D132,CUMULATIVE,,0
QB VALUES,E132,CUMULATIVE,,Cameran Brown
QB VALUES,F132,CUMULATIVE,,0
QB VALUES,H132,CUMULATIVE,,H
QB VALUES,I132,CUMULATIVE,,Georgia State Athletics / 247 (https://georgiastatesports.com/sports/football/roster/cameran-brown/8387)
QB VALUES,J132,CUMULATIVE,,2026
QB VALUES,K132,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L132,CUMULATIVE,,"returning starter | 2025: 2025: 1,296 yds, 13 TD (120 comp) | returning starter | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C133,CUMULATIVE,,Arrington Maiden
QB VALUES,D133,CUMULATIVE,,0
QB VALUES,E133,CUMULATIVE,,Arrington Maiden
QB VALUES,F133,CUMULATIVE,,0
QB VALUES,H133,CUMULATIVE,,M
QB VALUES,I133,CUMULATIVE,,Underdog Dynasty JMU (https://www.underdogdynasty.com/sun-belt-conference/42407/james-madison-reloads-at-qb-with-memphis-transfer-arrington-maiden)
QB VALUES,J133,CUMULATIVE,,2026
QB VALUES,K133,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L133,CUMULATIVE,,"VERIFIED 2026-08-03 (with tension): James Madison 'reloads at QB' with Memphis transfer Arrington Maiden, though the same coverage says he is 'expected to COMPETE for the starting role.' Transfer expected to start but not confirmed as the settled leader -> M retained (not H). RECHECK: JMU depth chart or staff naming."
QB VALUES,C134,CUMULATIVE,,Lunch Winfield
QB VALUES,D134,CUMULATIVE,,0
QB VALUES,E134,CUMULATIVE,,Lunch Winfield
QB VALUES,F134,CUMULATIVE,,0
QB VALUES,H134,CUMULATIVE,,H
QB VALUES,I134,CUMULATIVE,,Louisiana Athletics / ESPN (https://ragincajuns.com/sports/football/roster/walker-howard/10140)
QB VALUES,J134,CUMULATIVE,,2026
QB VALUES,K134,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L134,CUMULATIVE,,returning starter | 2025: Strong sophomore season | returning starter (locked in) | VALUE PENDING RUBRIC APPROVAL
QB VALUES,C135,CUMULATIVE,,Blake Baker
QB VALUES,D135,CUMULATIVE,,0
QB VALUES,E135,CUMULATIVE,,Blake Baker
QB VALUES,F135,CUMULATIVE,,0
QB VALUES,H135,CUMULATIVE,,H
QB VALUES,I135,CUMULATIVE,,Ruston Daily Leader (https://www.rustonleader.com/sports/baker-enters-2026-season-techs-starting-qb)
QB VALUES,J135,CUMULATIVE,,2026
QB VALUES,K135,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L135,CUMULATIVE,,returning starter | 2025: LA Tech 2025 | HC-named starter | VALUE PENDING RUBRIC APPROVAL
QB VALUES,C136,CUMULATIVE,,Carlos Del Rio-Wilson
QB VALUES,D136,CUMULATIVE,,0
QB VALUES,E136,CUMULATIVE,,Carlos Del Rio-Wilson
QB VALUES,F136,CUMULATIVE,,0
QB VALUES,H136,CUMULATIVE,,H
QB VALUES,I136,CUMULATIVE,,ESPN/Athlon Sun Belt 2026 previews (https://www.espn.com/college-football/story/_/id/48759931/2026-sun-belt-conference-college-football-preview-predictions-every-team)
QB VALUES,J136,CUMULATIVE,,2026
QB VALUES,K136,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L136,CUMULATIVE,,"returning starter | 2025: 2025: 2,043 pass yds, 714 non-sack rush yds, 10 starts | returning starter | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C137,CUMULATIVE,,Quinn Henicle
QB VALUES,D137,CUMULATIVE,,0
QB VALUES,E137,CUMULATIVE,,Quinn Henicle (leader; Potter / Huff competing)
QB VALUES,F137,CUMULATIVE,,0
QB VALUES,H137,CUMULATIVE,,M
QB VALUES,I137,CUMULATIVE,,ESPN/Athlon Sun Belt 2026 previews (https://www.espn.com/college-football/story/_/id/48759931/2026-sun-belt-conference-college-football-preview-predictions-every-team)
QB VALUES,J137,CUMULATIVE,,2026
QB VALUES,K137,CUMULATIVE,,2026-08-04 00:00:00
QB VALUES,L137,CUMULATIVE,,"VERIFIED 7D.4A, RE-VERIFIED 7D.5 2026-08-04: the job opened when 2025 starter Colton Joseph transferred to Wisconsin. Quinn Henicle (RS-So) started the 2025 Cure Bowl in his place and was GAME MVP in a 24-10 win over South Florida (11/25, 127 yds; 24 carries, 107 yds, 2 rush TD incl. a 51-yd TD run); he is 2-0 as a starter. Beat coverage says Henicle 'HAS A LEG UP' and is 'the front runner to land the QB1 role', while reporting he 'remains enmeshed in a three-way battle' with RS-Jr JAXON POTTER (Washington State transfer, announced 2026-01-13) and RS-Fr Ryan Huff. Henicle 2026-04-03: 'I'm competing like I'm trying to earn this job.' HC Ricky Rahne (7th season, off 10-3) has NOT named a starter. Leader backed by on-field production rather than name recognition -> M retained (not H); zeros retained; status OK. RECHECK: official Old Dominion depth chart."
QB VALUES,C138,CUMULATIVE,,Bishop Davenport
QB VALUES,D138,CUMULATIVE,,0
QB VALUES,E138,CUMULATIVE,,Bishop Davenport
QB VALUES,F138,CUMULATIVE,,0
QB VALUES,H138,CUMULATIVE,,H
QB VALUES,I138,CUMULATIVE,,South Alabama Athletics / ESPN (https://usajaguars.com/sports/football/roster/bishop-davenport/13011)
QB VALUES,J138,CUMULATIVE,,2026
QB VALUES,K138,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L138,CUMULATIVE,,"returning starter | 2025: 2025: 68% comp, 2,072 yds, 12 TD, 6 INT; 326 rush, 9 rush TD | returning starter | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,E139,CUMULATIVE,,Open (White / Hampton / Lyddy)
QB VALUES,H139,CUMULATIVE,,L
QB VALUES,I139,CUMULATIVE,,SI Southern Miss (https://www.si.com/college/southernmiss/from-fourth-string-to-qb1-john-white-turning-heads-at-southern-miss-spring-practice)
QB VALUES,J139,CUMULATIVE,,2026
QB VALUES,K139,CUMULATIVE,,2026-08-04 00:00:00
QB VALUES,L139,CUMULATIVE,,"VERIFIED 7D.5 2026-08-04: HC BLAKE ANDERSON says Landry Lyddy is 'VERY MUCH IN THE RACE' to be Southern Miss's opening-night starter as fall camp nears, alongside John White and Illinois transfer Ethan Hampton. NO single starter named. Genuine open competition -> L retained; values blank; UNCERTAIN. Entry corroborated. (Southern Miss's staff was corrected by the owner in Phase 7C.1: Blake Anderson is the 24th HC, announced 2025-12-11.)"
QB VALUES,C140,CUMULATIVE,,Goose Crowder
QB VALUES,D140,CUMULATIVE,,0
QB VALUES,E140,CUMULATIVE,,Goose Crowder
QB VALUES,F140,CUMULATIVE,,0
QB VALUES,H140,CUMULATIVE,,H
QB VALUES,I140,CUMULATIVE,,ESPN Goose Crowder / Athlon (https://www.espn.com/college-football/player/_/id/4431633/goose-crowder)
QB VALUES,J140,CUMULATIVE,,2026
QB VALUES,K140,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L140,CUMULATIVE,,returning starter | 2025: Troy 2025 starter | returning starter | VALUE PENDING RUBRIC APPROVAL
QB VALUES,C141,CUMULATIVE,,Aidan Armenta
QB VALUES,D141,CUMULATIVE,,0
QB VALUES,E141,CUMULATIVE,,Aidan Armenta
QB VALUES,F141,CUMULATIVE,,0
QB VALUES,H141,CUMULATIVE,,H
QB VALUES,I141,CUMULATIVE,,ESPN/Athlon Sun Belt 2026 previews (https://www.espn.com/college-football/story/_/id/48759931/2026-sun-belt-conference-college-football-preview-predictions-every-team)
QB VALUES,J141,CUMULATIVE,,2026
QB VALUES,K141,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L141,CUMULATIVE,,returning starter | 2025: ULM 2025 starter | returning starter | VALUE PENDING RUBRIC APPROVAL
QB VALUES,C142,CUMULATIVE,,CJ Carr
QB VALUES,D142,CUMULATIVE,,0
QB VALUES,E142,CUMULATIVE,,CJ Carr
QB VALUES,F142,CUMULATIVE,,0
QB VALUES,H142,CUMULATIVE,,H
QB VALUES,I142,CUMULATIVE,,SI / ESPN (CJ Carr Notre Dame) (https://www.si.com/fannation/college/cfb-hq/news/college-football-top-25-most-important-players-2026-no-13-qb-cj-carr-notre-dame)
QB VALUES,J142,CUMULATIVE,,2026
QB VALUES,K142,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L142,CUMULATIVE,,returning starter | 2025: Won job as 2025 opener starter; strong first year | established returning starter | VALUE PENDING RUBRIC APPROVAL
QB VALUES,C143,CUMULATIVE,,Tucker McDonald
QB VALUES,E143,CUMULATIVE,,Unverified (room in flux after HC departure)
QB VALUES,H143,CUMULATIVE,,L
QB VALUES,I143,CUMULATIVE,,SI UConn (Tucker McDonald returns) (https://www.si.com/college/uconn/football/uconn-huskies-tucker-mcdonald-confirms-return-another-season)
QB VALUES,J143,CUMULATIVE,,2026
QB VALUES,K143,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L143,CUMULATIVE,,"DEFECT CORRECTED 2026-08-03: prior entry named Tucker McDonald (M) - NOT corroborated by any located source. Verified instead: Jim Mora LEFT UConn for the Colorado State head job; UConn's 2026 QB commit departed after Mora's exit; 2025 starter Joe Fagnano (2,529 yds, 22 TD through nine games) was a senior and is gone. Projected starter CANNOT BE VERIFIED -> L per the standard. Numerical zeros CLEARED to blank per the Akron methodology. RECHECK: UConn athletics depth chart or new-HC presser naming QB1."
CHANGELOG,A58,CUMULATIVE,,v0.7.0
CHANGELOG,B58,CUMULATIVE,,2026-07-21
CHANGELOG,C58,CUMULATIVE,,"Phase 8 (WORKING FILE ONLY — not authoritative): automated 2026 QB research for all 138 FBS teams from current sourced reporting (official athletics, beat writers, ESPN, SI, Athlon, On3/247, Underdog Dynasty, etc.). Populated QB VALUES columns E (Active QB = projected 2026 starter), C (Baseline QB = projected starter for H/M teams; blank for open competitions), H (Confidence H/M/L = certainty of starter identification), I (Source), J (Reviewed for season = 2026), K (Last update), L (Notes)."
CHANGELOG,D58,CUMULATIVE,,Phase 8 - QB research populated (non-numeric)
CHANGELOG,A59,CUMULATIVE,,v0.7.0
CHANGELOG,B59,CUMULATIVE,,2026-07-21
CHANGELOG,C59,CUMULATIVE,,Baseline value (D) and Active value (F) left BLANK: no approved numerical QB-value rubric exists in project architecture docs (confirmed v0.4/v0.5.1 findings). A proposed valuation rubric accompanies this build for approval BEFORE any numbers are entered. QB delta (G) therefore stays blank and all 138 teams remain QB UNCERTAIN by design (status column M unchanged).
CHANGELOG,D59,CUMULATIVE,,Phase 8 - values deferred pending rubric
CHANGELOG,A60,CUMULATIVE,,v0.7.0
