sheet,cell,row,column,column_letter,context,live_value,authoritative_value,expected_action,classification
QB VALUES,I123,123,9,I,Northern Illinois,HERO Sports NIU quarterback report / NIU Athletics 2026 roster (https://herosports.com/fbs-prolific-fcs-quarterback-taron-tyger-dickens-win-starting-job-northern-illinois-rcrc/ ; https://niuhuskies.com/sports/football/roster/),HERO Sports NIU quarterback report (https://herosports.com/fbs-prolific-fcs-quarterback-taron-tyger-dickens-win-starting-job-northern-illinois-rcrc/),OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,L123,123,12,L,Northern Illinois,"2026-08-21 CLOSEOUT CORRECTION: Current reporting identifies a four-way competition among Brady Davidson, Jalen Macon, Ean Hamric and Taron Dickens; no starter has been named. The prior M record relied on a projection and cited a Mountain West preview for a MAC team. Thomas Hammock departed for the NFL; Rob Harley is interim head coach. Confidence reduced to L; numerical values remain blank and status remains UNCERTAIN. RECHECK: official Week 1 depth chart or team naming.","2026-08-21 REVERSES THE 2026-08-03 UPGRADE. That review raised L to M on the reasoning that the prior candidates 'Davidson / Macon / Hamric' did not appear in current NIU coverage and that Taron Dickens was widely expected to start. Current reporting contradicts that premise directly: coaches have NOT named a starter among returners Brady Davidson and Jalen Macon and transfers Ean Hamric and Taron Dickens — all four are named in current coverage. 'Widely expected to start' is a projection, not a naming, so M is not supported. M downgraded to L and the four-way candidate list restored. Also corrects a citation defect: the prior source was a MOUNTAIN WEST conference preview cited for a MAC team. Context: HC Thomas Hammock departed for the NFL; Rob Harley is interim head coach. Numerical values remain blank; status stays UNCERTAIN either way. RECHECK: Week 1 depth chart, opener 2026-09-05 at Iowa.",OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,D125,125,4,D,UNLV,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,E125,125,5,E,UNLV,Open (Jackson Arnold / Alex Orji),Jackson Arnold,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,F125,125,6,F,UNLV,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,H125,125,8,H,UNLV,L,M,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,I125,125,9,I,UNLV,ESPN (Arnold to UNLV) (https://www.espn.com/college-football/story/_/id/47539823/qb-jackson-arnold-headed-unlv-third-team-three-seasons),OWNER-CONFIRMED 2026-08-25 (operative starting quarterback). Public reporting contains NO formal QB1 announcement - Las Vegas Review-Journal / Fox5 Vegas: HC Dan Mullen says Jackson Arnold and Alex Orji will BOTH play and declines to name a starter. Prior source: ESPN (https://www.espn.com/college-football/story/_/id/47539823/qb-jackson-arnold-headed-unlv-third-team-three-seasons),OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,K125,125,11,K,UNLV,2026-08-04 00:00:00,2026-08-25 00:00:00,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,L125,125,12,L,UNLV,"DEFECT CORRECTED 7D.5 2026-08-04: prior entry read 'projected transfer QB1 (verified)' (M) for the Oklahoma/Auburn transfer. The Las Vegas Review-Journal's training-camp preview (2026-07-28) reports a genuine unresolved battle: 'even if coaches won't name a front-runner throughout training camp, there is definitely a battle between returner ALEX ORJI and Auburn transfer JACKSON ARNOLD.' HC Dan Mullen has NOT named a starter, and Fox5 Vegas (2026-07-17) ran a segment on the still-open competition. Arnold brings 18 career starts, 3,293 pass yds and 871 rush yds across Oklahoma and Auburn; Orji must prove a Grade 3 LCL sprain and severe hamstring tear from the 2025 UCLA game have healed. The word 'verified' in the prior note was not supported by any naming. -> M downgraded to L; zeros CLEARED to blank; status becomes UNCERTAIN. Someone must start vs Memphis on 2026-08-29. RECHECK: UNLV depth chart.","2026-08-25 ACTIVATED, confidence L -> M. PROVENANCE IS OWNER-CONFIRMED, NOT AN OFFICIAL ANNOUNCEMENT: the owner confirms Jackson Arnold is the operative starting quarterback for Week 0. HC DAN MULLEN HAS NOT FORMALLY NAMED A STARTER - he says Arnold and Alex Orji will both play and has declined to name a front-runner throughout training camp. This entry must not be read as implying a formal QB1 announcement. M rather than H precisely because no team or coach naming exists. ALEX ORJI IS EXPECTED TO PLAY and remains in the quarterback room; Orji must also prove that a Grade 3 LCL sprain and severe hamstring tear from the 2025 UCLA game have healed. SUPERSEDES the 2026-08-04 defect-corrected entry, which recorded a genuine unresolved battle. DEVIATION IS EXACTLY ZERO AND VERIFIED: Jackson Arnold was ALREADY the recorded baseline quarterback in column C before this activation, which is therefore NOT rewritten - the operative starter and the preseason assumption are the same player. UNLV hosts Memphis in Week 0; MEMPHIS REMAINS UNRESOLVED, so that game stays QB-gated. RECHECK: official UNLV depth chart or a Mullen naming. Baseline and active values are 0/0 under the deviation-only convention: QB VALUES!G = F - D, so 0 - 0 = 0 and ENGINE!M contributes exactly nothing to any game. The zeros do not rate the quarterback - they record that the active starter IS the quarterback the preseason rating already assumed, so no deviation applies. No nonzero QB adjustment and no model change.",OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,C131,131,3,C,Georgia Southern,,Max Johnson,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,D131,131,4,D,Georgia Southern,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,E131,131,5,E,Georgia Southern,Max Johnson (leader; Turner Helton competing),Max Johnson,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,F131,131,6,F,Georgia Southern,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,I131,131,9,I,Georgia Southern,ESPN/Athlon Sun Belt 2026 previews (https://www.espn.com/college-football/story/_/id/48759931/2026-sun-belt-conference-college-football-preview-predictions-every-team),"ESPN, 2026-08-23 (https://www.espn.com/college-football/story/_/id/49704180/max-johnson-start-quarterback-georgia-southern); Pete Thamel report (https://x.com/PeteThamel/status/2091599767289688141)",OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,K131,131,11,K,Georgia Southern,2026-08-04 00:00:00,2026-08-24 00:00:00,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,L131,131,12,L,Georgia Southern,"STALE ENTRY CORRECTED 7D.4A, RE-VERIFIED 7D.5 2026-08-04: prior entry read 'Open (Weston Bryan / Turner Helton)' and OMITTED MAX JOHNSON ENTIRELY. Johnson signed from North Carolina on 2026-01-11 (previously LSU 2020-21, Texas A&M 2022-23), and at SUN BELT MEDIA DAYS (2026-07-15) HC CLAY HELTON SAID 'Max Johnson is expected to be the starter if the season began today,' citing experience and high-level production. Turner Helton (WKU transfer, the head coach's son; 14/26, 74 yds, 1 TD in 3 appearances in 2025) is the other player with a shot at the 2026-09-05 opener; both took first-team reps in the spring game. Documented leader by direct head-coach statement, no official naming -> M (not H). Per the L->M rule values REMAIN BLANK, so status correctly stays UNCERTAIN. OPEN RISK: Johnson's durability - season-ending injuries at Texas A&M in 2022 and 2023 and a broken leg in UNC's 2024 opener.","2026-08-24 ACTIVATED, confidence M (UNCHANGED from M). ESPN reported on 2026-08-23 that Max Johnson will start at quarterback for Georgia Southern; Pete Thamel: 'Sources: Georgia Southern has named veteran Max Johnson the school's starting quarterback.' M rather than H because this is a reporter-sourced claim rather than a team or coach announcement, matching the precedent set when North Carolina was activated at M on a Thamel sources report. INDEPENDENTLY CORROBORATED BY THE WORKBOOK: Thamel's detail that Johnson debuts against Charleston Southern then faces Clemson in Week 2 matches IMPORT SCHEDULE exactly (wk1 2026-09-05 Charleston Southern @ Georgia Southern, FCS - NO PLAY; wk2 2026-09-12 Georgia Southern @ Clemson). Supersedes the 2026-08-19 authoritative update, which as of its 2026-07-17 check recorded only 'would start if today'. Baseline and active values are 0/0 under the deviation-only convention: QB VALUES!G = F - D, so 0 - 0 = 0 and ENGINE!M contributes exactly nothing to any game. The zeros do not rate the quarterback - they record that the active starter IS the quarterback the preseason rating already assumed, so no deviation applies. No nonzero QB adjustment and no model change.",OVERWRITE with v0.8.8,QB ACTIVATION
SETTINGS,B4,4,2,B,results-through-week operational setting,0.0,,HOLD - ruling required,LIVE-ONLY DATA
SETTINGS,B5,5,2,B,run date used by line-staleness,2026-08-26 00:00:00,,HOLD - ruling required,LIVE-ONLY DATA
START HERE,A1,1,1,A,,"TO THE WINDOW — TTW COLLEGE FOOTBALL POWER RATINGS (v0.8.4 AUTHORITATIVE — promotion complete 2026-08-04. QB verification complete: backlog 0, audit-trail gap 0, all 73 Tier-1 records verified and stamped against team-specific primary sources; 69 H / 40 M / 29 L; 0 nonzero QB values. Preseason state: 8 market lines loaded (Week 0), BET toggle = N.)","TO THE WINDOW — TTW COLLEGE FOOTBALL POWER RATINGS (v0.8.8 AUTHORITATIVE — promotion complete 2026-08-04. QB verification complete: backlog 0, audit-trail gap 0, all 73 Tier-1 records verified and stamped against team-specific primary sources; 76 H / 43 M / 19 L; 0 nonzero QB values. Preseason state: 0 market lines loaded, BET toggle = N.)",OVERWRITE with v0.8.8,BANNER
